"ID","Tagged objects"
"minecraft:slabs","minecraft:oak_slab, minecraft:spruce_slab, minecraft:birch_slab, minecraft:jungle_slab, minecraft:acacia_slab, minecraft:dark_oak_slab, minecraft:crimson_slab, minecraft:warped_slab, tconstruct:greenheart_planks_slab, tconstruct:skyroot_planks_slab, tconstruct:bloodshroom_planks_slab, minecraft:stone_slab, minecraft:smooth_stone_slab, minecraft:stone_brick_slab, minecraft:sandstone_slab, minecraft:purpur_slab, minecraft:quartz_slab, minecraft:red_sandstone_slab, minecraft:brick_slab, minecraft:cobblestone_slab, minecraft:nether_brick_slab, minecraft:petrified_oak_slab, minecraft:prismarine_slab, minecraft:prismarine_brick_slab, minecraft:dark_prismarine_slab, minecraft:polished_granite_slab, minecraft:smooth_red_sandstone_slab, minecraft:mossy_stone_brick_slab, minecraft:polished_diorite_slab, minecraft:mossy_cobblestone_slab, minecraft:end_stone_brick_slab, minecraft:smooth_sandstone_slab, minecraft:smooth_quartz_slab, minecraft:granite_slab, minecraft:andesite_slab, minecraft:red_nether_brick_slab, minecraft:polished_andesite_slab, minecraft:diorite_slab, minecraft:cut_sandstone_slab, minecraft:cut_red_sandstone_slab, minecraft:blackstone_slab, minecraft:polished_blackstone_brick_slab, minecraft:polished_blackstone_slab, mysticalagriculture:soulstone_slab, mysticalagriculture:soulstone_cobble_slab, mysticalagriculture:soulstone_bricks_slab, mysticalagriculture:soulstone_smooth_slab, botania:black_pavement_slab, botania:blaze_quartz_slab, botania:blue_pavement_slab, botania:corporea_brick_slab, botania:corporea_slab, botania:dark_quartz_slab, botania:dreamwood_planks_slab, botania:dreamwood_slab, botania:elf_quartz_slab, botania:green_pavement_slab, botania:lavender_quartz_slab, botania:livingrock_bricks_slab, botania:livingrock_slab, botania:livingwood_planks_slab, botania:livingwood_slab, botania:mana_quartz_slab, botania:metamorphic_desert_bricks_slab, botania:metamorphic_desert_cobblestone_slab, botania:metamorphic_desert_stone_slab, botania:metamorphic_forest_bricks_slab, botania:metamorphic_forest_cobblestone_slab, botania:metamorphic_forest_stone_slab, botania:metamorphic_fungal_bricks_slab, botania:metamorphic_fungal_cobblestone_slab, botania:metamorphic_fungal_stone_slab, botania:metamorphic_mesa_bricks_slab, botania:metamorphic_mesa_cobblestone_slab, botania:metamorphic_mesa_stone_slab, botania:metamorphic_mountain_bricks_slab, botania:metamorphic_mountain_cobblestone_slab, botania:metamorphic_mountain_stone_slab, botania:metamorphic_plains_bricks_slab, botania:metamorphic_plains_cobblestone_slab, botania:metamorphic_plains_stone_slab, botania:metamorphic_swamp_bricks_slab, botania:metamorphic_swamp_cobblestone_slab, botania:metamorphic_swamp_stone_slab, botania:metamorphic_taiga_bricks_slab, botania:metamorphic_taiga_cobblestone_slab, botania:metamorphic_taiga_stone_slab, botania:mossy_livingrock_bricks_slab, botania:red_pavement_slab, botania:red_quartz_slab, botania:shimmerrock_slab, botania:shimmerwood_planks_slab, botania:sunny_quartz_slab, botania:white_pavement_slab, botania:yellow_pavement_slab, quark:andesite_bricks_slab, quark:basalt_bricks_slab, quark:basalt_slab, quark:biotite_block_slab, quark:blackstone_bricks_slab, quark:black_shingles_slab, quark:black_stained_planks_slab, quark:blue_nether_bricks_slab, quark:blue_shingles_slab, quark:blue_stained_planks_slab, quark:brimstone_bricks_slab, quark:brimstone_slab, quark:brown_shingles_slab, quark:brown_stained_planks_slab, quark:charred_nether_bricks_slab, quark:cobbedstone_slab, quark:cobbled_deepslate_slab, quark:cobblestone_bricks_slab, quark:cut_soul_sandstone_slab, quark:cyan_shingles_slab, quark:cyan_stained_planks_slab, quark:dark_elder_prismarine_slab, quark:deepslate_bricks_slab, quark:deepslate_tiles_slab, quark:diorite_bricks_slab, quark:dirt_bricks_slab, quark:duskbound_block_slab, quark:elder_prismarine_bricks_slab, quark:elder_prismarine_slab, quark:granite_bricks_slab, quark:gray_shingles_slab, quark:gray_stained_planks_slab, quark:green_shingles_slab, quark:green_stained_planks_slab, quark:iron_plate_slab, quark:jasper_bricks_slab, quark:jasper_slab, quark:light_blue_shingles_slab, quark:light_blue_stained_planks_slab, quark:light_gray_shingles_slab, quark:light_gray_stained_planks_slab, quark:limestone_bricks_slab, quark:limestone_slab, quark:lime_shingles_slab, quark:lime_stained_planks_slab, quark:magenta_shingles_slab, quark:magenta_stained_planks_slab, quark:magma_bricks_slab, quark:marble_bricks_slab, quark:marble_slab, quark:midori_block_slab, quark:mossy_cobblestone_bricks_slab, quark:myalite_bricks_slab, quark:myalite_slab, quark:netherrack_bricks_slab, quark:orange_shingles_slab, quark:orange_stained_planks_slab, quark:permafrost_bricks_slab, quark:permafrost_slab, quark:pink_shingles_slab, quark:pink_stained_planks_slab, quark:polished_basalt_slab, quark:polished_deepslate_slab, quark:polished_jasper_slab, quark:polished_limestone_slab, quark:polished_marble_slab, quark:polished_myalite_slab, quark:polished_slate_slab, quark:purple_shingles_slab, quark:purple_stained_planks_slab, quark:red_sandstone_bricks_slab, quark:red_shingles_slab, quark:red_stained_planks_slab, quark:rusty_iron_plate_slab, quark:sandstone_bricks_slab, quark:sandy_bricks_slab, quark:shingles_slab, quark:slate_bricks_slab, quark:slate_slab, quark:smooth_basalt_slab, quark:smooth_biotite_slab, quark:smooth_soul_sandstone_slab, quark:snow_bricks_slab, quark:soul_sandstone_bricks_slab, quark:soul_sandstone_slab, quark:thatch_slab, quark:turf_slab, quark:twisted_blackstone_bricks_slab, quark:vanilla_basalt_bricks_slab, quark:weeping_blackstone_bricks_slab, quark:white_shingles_slab, quark:white_stained_planks_slab, quark:yellow_shingles_slab, quark:yellow_stained_planks_slab"
"minecraft:small_flowers","minecraft:dandelion, minecraft:poppy, minecraft:blue_orchid, minecraft:allium, minecraft:azure_bluet, minecraft:red_tulip, minecraft:orange_tulip, minecraft:white_tulip, minecraft:pink_tulip, minecraft:oxeye_daisy, minecraft:cornflower, minecraft:lily_of_the_valley, minecraft:wither_rose, botania:black_mystical_flower, botania:blue_mystical_flower, botania:brown_mystical_flower, botania:cyan_mystical_flower, botania:gray_mystical_flower, botania:green_mystical_flower, botania:light_blue_mystical_flower, botania:light_gray_mystical_flower, botania:lime_mystical_flower, botania:magenta_mystical_flower, botania:orange_mystical_flower, botania:pink_mystical_flower, botania:purple_mystical_flower, botania:red_mystical_flower, botania:white_mystical_flower, botania:yellow_mystical_flower, cyclic:flower_cyan"
"minecraft:soul_fire_base_blocks","minecraft:soul_sand, minecraft:soul_soil, tconstruct:soul_glass, quark:soul_sandstone, quark:soul_sandstone_slab, quark:soul_sandstone_stairs, quark:soul_sandstone_wall, quark:soul_sandstone_vertical_slab, quark:chiseled_soul_sandstone, quark:cut_soul_sandstone, quark:cut_soul_sandstone_slab, quark:cut_soul_sandstone_vertical_slab, quark:smooth_soul_sandstone, quark:smooth_soul_sandstone_slab, quark:smooth_soul_sandstone_stairs, quark:smooth_soul_sandstone_vertical_slab, quark:soul_sandstone_bricks, quark:soul_sandstone_bricks_slab, quark:soul_sandstone_bricks_stairs, quark:soul_sandstone_bricks_wall, quark:soul_sandstone_bricks_vertical_slab"
"minecraft:soul_speed_blocks","minecraft:soul_sand, minecraft:soul_soil, tconstruct:soul_glass, tconstruct:soul_glass_pane, quark:soul_sandstone, quark:soul_sandstone_slab, quark:soul_sandstone_stairs, quark:chiseled_soul_sandstone, quark:cut_soul_sandstone, quark:cut_soul_sandstone_slab, quark:smooth_soul_sandstone, quark:smooth_soul_sandstone_slab, quark:smooth_soul_sandstone_stairs, quark:soul_sandstone_bricks, quark:soul_sandstone_bricks_slab, quark:soul_sandstone_bricks_stairs, quark:soul_sandstone_vertical_slab, quark:cut_soul_sandstone_vertical_slab, quark:smooth_soul_sandstone_vertical_slab, quark:soul_sandstone_bricks_vertical_slab, quark:soul_sandstone_wall, quark:soul_sandstone_bricks_wall"
"minecraft:spruce_logs","minecraft:spruce_log, minecraft:spruce_wood, minecraft:stripped_spruce_log, minecraft:stripped_spruce_wood"
"minecraft:stairs","minecraft:oak_stairs, minecraft:spruce_stairs, minecraft:birch_stairs, minecraft:jungle_stairs, minecraft:acacia_stairs, minecraft:dark_oak_stairs, minecraft:crimson_stairs, minecraft:warped_stairs, tconstruct:greenheart_planks_stairs, tconstruct:skyroot_planks_stairs, tconstruct:bloodshroom_planks_stairs, minecraft:cobblestone_stairs, minecraft:sandstone_stairs, minecraft:nether_brick_stairs, minecraft:stone_brick_stairs, minecraft:brick_stairs, minecraft:purpur_stairs, minecraft:quartz_stairs, minecraft:red_sandstone_stairs, minecraft:prismarine_brick_stairs, minecraft:prismarine_stairs, minecraft:dark_prismarine_stairs, minecraft:polished_granite_stairs, minecraft:smooth_red_sandstone_stairs, minecraft:mossy_stone_brick_stairs, minecraft:polished_diorite_stairs, minecraft:mossy_cobblestone_stairs, minecraft:end_stone_brick_stairs, minecraft:stone_stairs, minecraft:smooth_sandstone_stairs, minecraft:smooth_quartz_stairs, minecraft:granite_stairs, minecraft:andesite_stairs, minecraft:red_nether_brick_stairs, minecraft:polished_andesite_stairs, minecraft:diorite_stairs, minecraft:blackstone_stairs, minecraft:polished_blackstone_brick_stairs, minecraft:polished_blackstone_stairs, mysticalagriculture:soulstone_stairs, mysticalagriculture:soulstone_cobble_stairs, mysticalagriculture:soulstone_bricks_stairs, botania:black_pavement_stairs, botania:blaze_quartz_stairs, botania:blue_pavement_stairs, botania:corporea_brick_stairs, botania:corporea_stairs, botania:dark_quartz_stairs, botania:dreamwood_planks_stairs, botania:dreamwood_stairs, botania:elf_quartz_stairs, botania:green_pavement_stairs, botania:lavender_quartz_stairs, botania:livingrock_bricks_stairs, botania:livingrock_stairs, botania:livingwood_planks_stairs, botania:livingwood_stairs, botania:mana_quartz_stairs, botania:metamorphic_desert_bricks_stairs, botania:metamorphic_desert_cobblestone_stairs, botania:metamorphic_desert_stone_stairs, botania:metamorphic_forest_bricks_stairs, botania:metamorphic_forest_cobblestone_stairs, botania:metamorphic_forest_stone_stairs, botania:metamorphic_fungal_bricks_stairs, botania:metamorphic_fungal_cobblestone_stairs, botania:metamorphic_fungal_stone_stairs, botania:metamorphic_mesa_bricks_stairs, botania:metamorphic_mesa_cobblestone_stairs, botania:metamorphic_mesa_stone_stairs, botania:metamorphic_mountain_bricks_stairs, botania:metamorphic_mountain_cobblestone_stairs, botania:metamorphic_mountain_stone_stairs, botania:metamorphic_plains_bricks_stairs, botania:metamorphic_plains_cobblestone_stairs, botania:metamorphic_plains_stone_stairs, botania:metamorphic_swamp_bricks_stairs, botania:metamorphic_swamp_cobblestone_stairs, botania:metamorphic_swamp_stone_stairs, botania:metamorphic_taiga_bricks_stairs, botania:metamorphic_taiga_cobblestone_stairs, botania:metamorphic_taiga_stone_stairs, botania:mossy_livingrock_bricks_stairs, botania:red_pavement_stairs, botania:red_quartz_stairs, botania:shimmerrock_stairs, botania:shimmerwood_planks_stairs, botania:sunny_quartz_stairs, botania:white_pavement_stairs, botania:yellow_pavement_stairs, quark:andesite_bricks_stairs, quark:basalt_bricks_stairs, quark:basalt_stairs, quark:biotite_block_stairs, quark:blackstone_bricks_stairs, quark:black_shingles_stairs, quark:black_stained_planks_stairs, quark:blue_nether_bricks_stairs, quark:blue_shingles_stairs, quark:blue_stained_planks_stairs, quark:brimstone_bricks_stairs, quark:brimstone_stairs, quark:brown_shingles_stairs, quark:brown_stained_planks_stairs, quark:charred_nether_bricks_stairs, quark:cobbedstone_stairs, quark:cobbled_deepslate_stairs, quark:cobblestone_bricks_stairs, quark:cyan_shingles_stairs, quark:cyan_stained_planks_stairs, quark:dark_elder_prismarine_stairs, quark:deepslate_bricks_stairs, quark:deepslate_tiles_stairs, quark:diorite_bricks_stairs, quark:dirt_bricks_stairs, quark:duskbound_block_stairs, quark:elder_prismarine_bricks_stairs, quark:elder_prismarine_stairs, quark:granite_bricks_stairs, quark:gray_shingles_stairs, quark:gray_stained_planks_stairs, quark:green_shingles_stairs, quark:green_stained_planks_stairs, quark:iron_plate_stairs, quark:jasper_bricks_stairs, quark:jasper_stairs, quark:light_blue_shingles_stairs, quark:light_blue_stained_planks_stairs, quark:light_gray_shingles_stairs, quark:light_gray_stained_planks_stairs, quark:limestone_bricks_stairs, quark:limestone_stairs, quark:lime_shingles_stairs, quark:lime_stained_planks_stairs, quark:magenta_shingles_stairs, quark:magenta_stained_planks_stairs, quark:magma_bricks_stairs, quark:marble_bricks_stairs, quark:marble_stairs, quark:midori_block_stairs, quark:mossy_cobblestone_bricks_stairs, quark:myalite_bricks_stairs, quark:myalite_stairs, quark:netherrack_bricks_stairs, quark:orange_shingles_stairs, quark:orange_stained_planks_stairs, quark:permafrost_bricks_stairs, quark:permafrost_stairs, quark:pink_shingles_stairs, quark:pink_stained_planks_stairs, quark:polished_basalt_stairs, quark:polished_deepslate_stairs, quark:polished_jasper_stairs, quark:polished_limestone_stairs, quark:polished_marble_stairs, quark:polished_myalite_stairs, quark:polished_slate_stairs, quark:purple_shingles_stairs, quark:purple_stained_planks_stairs, quark:red_sandstone_bricks_stairs, quark:red_shingles_stairs, quark:red_stained_planks_stairs, quark:rusty_iron_plate_stairs, quark:sandstone_bricks_stairs, quark:sandy_bricks_stairs, quark:shingles_stairs, quark:slate_bricks_stairs, quark:slate_stairs, quark:smooth_basalt_stairs, quark:smooth_biotite_stairs, quark:smooth_soul_sandstone_stairs, quark:snow_bricks_stairs, quark:soul_sandstone_bricks_stairs, quark:soul_sandstone_stairs, quark:thatch_stairs, quark:turf_stairs, quark:twisted_blackstone_bricks_stairs, quark:vanilla_basalt_bricks_stairs, quark:weeping_blackstone_bricks_stairs, quark:white_shingles_stairs, quark:white_stained_planks_stairs, quark:yellow_shingles_stairs, quark:yellow_stained_planks_stairs"
"minecraft:standing_signs","minecraft:oak_sign, minecraft:spruce_sign, minecraft:birch_sign, minecraft:acacia_sign, minecraft:jungle_sign, minecraft:dark_oak_sign, minecraft:crimson_sign, minecraft:warped_sign, tconstruct:greenheart_sign, tconstruct:skyroot_sign, tconstruct:bloodshroom_sign"
"minecraft:stone_bricks","minecraft:stone_bricks, minecraft:mossy_stone_bricks, minecraft:cracked_stone_bricks, minecraft:chiseled_stone_bricks"
"minecraft:stone_pressure_plates","minecraft:stone_pressure_plate, minecraft:polished_blackstone_pressure_plate"
"minecraft:strider_warm_blocks","minecraft:lava, tconstruct:magma_fluid, tconstruct:blazing_blood_fluid"
"minecraft:tall_flowers","minecraft:sunflower, minecraft:lilac, minecraft:peony, minecraft:rose_bush, botania:black_double_flower, botania:blue_double_flower, botania:brown_double_flower, botania:cyan_double_flower, botania:gray_double_flower, botania:green_double_flower, botania:light_blue_double_flower, botania:light_gray_double_flower, botania:lime_double_flower, botania:magenta_double_flower, botania:orange_double_flower, botania:pink_double_flower, botania:purple_double_flower, botania:red_double_flower, botania:white_double_flower, botania:yellow_double_flower"
"minecraft:trapdoors","minecraft:acacia_trapdoor, minecraft:birch_trapdoor, minecraft:dark_oak_trapdoor, minecraft:jungle_trapdoor, minecraft:oak_trapdoor, minecraft:spruce_trapdoor, minecraft:crimson_trapdoor, minecraft:warped_trapdoor, tconstruct:greenheart_trapdoor, tconstruct:skyroot_trapdoor, tconstruct:bloodshroom_trapdoor, minecraft:iron_trapdoor"
"minecraft:underwater_bonemeals","minecraft:seagrass, minecraft:tube_coral, minecraft:brain_coral, minecraft:bubble_coral, minecraft:fire_coral, minecraft:horn_coral, minecraft:tube_coral_fan, minecraft:brain_coral_fan, minecraft:bubble_coral_fan, minecraft:fire_coral_fan, minecraft:horn_coral_fan, minecraft:tube_coral_wall_fan, minecraft:brain_coral_wall_fan, minecraft:bubble_coral_wall_fan, minecraft:fire_coral_wall_fan, minecraft:horn_coral_wall_fan"
"minecraft:unstable_bottom_center","minecraft:acacia_fence_gate, minecraft:birch_fence_gate, minecraft:dark_oak_fence_gate, minecraft:jungle_fence_gate, minecraft:oak_fence_gate, minecraft:spruce_fence_gate, minecraft:crimson_fence_gate, minecraft:warped_fence_gate, tconstruct:greenheart_fence_gate, tconstruct:skyroot_fence_gate, tconstruct:bloodshroom_fence_gate, botania:dreamwood_fence_gate, botania:livingwood_fence_gate"
"minecraft:valid_spawn","minecraft:grass_block, minecraft:podzol"
"minecraft:wall_corals","minecraft:tube_coral_wall_fan, minecraft:brain_coral_wall_fan, minecraft:bubble_coral_wall_fan, minecraft:fire_coral_wall_fan, minecraft:horn_coral_wall_fan"
"minecraft:wall_post_override","minecraft:torch, minecraft:soul_torch, minecraft:redstone_torch, minecraft:tripwire, minecraft:oak_sign, minecraft:spruce_sign, minecraft:birch_sign, minecraft:acacia_sign, minecraft:jungle_sign, minecraft:dark_oak_sign, minecraft:crimson_sign, minecraft:warped_sign, tconstruct:greenheart_sign, tconstruct:skyroot_sign, tconstruct:bloodshroom_sign, minecraft:oak_wall_sign, minecraft:spruce_wall_sign, minecraft:birch_wall_sign, minecraft:acacia_wall_sign, minecraft:jungle_wall_sign, minecraft:dark_oak_wall_sign, minecraft:crimson_wall_sign, minecraft:warped_wall_sign, tconstruct:greenheart_wall_sign, tconstruct:skyroot_wall_sign, tconstruct:bloodshroom_wall_sign, minecraft:white_banner, minecraft:orange_banner, minecraft:magenta_banner, minecraft:light_blue_banner, minecraft:yellow_banner, minecraft:lime_banner, minecraft:pink_banner, minecraft:gray_banner, minecraft:light_gray_banner, minecraft:cyan_banner, minecraft:purple_banner, minecraft:blue_banner, minecraft:brown_banner, minecraft:green_banner, minecraft:red_banner, minecraft:black_banner, minecraft:white_wall_banner, minecraft:orange_wall_banner, minecraft:magenta_wall_banner, minecraft:light_blue_wall_banner, minecraft:yellow_wall_banner, minecraft:lime_wall_banner, minecraft:pink_wall_banner, minecraft:gray_wall_banner, minecraft:light_gray_wall_banner, minecraft:cyan_wall_banner, minecraft:purple_wall_banner, minecraft:blue_wall_banner, minecraft:brown_wall_banner, minecraft:green_wall_banner, minecraft:red_wall_banner, minecraft:black_wall_banner, minecraft:light_weighted_pressure_plate, minecraft:heavy_weighted_pressure_plate, minecraft:oak_pressure_plate, minecraft:spruce_pressure_plate, minecraft:birch_pressure_plate, minecraft:jungle_pressure_plate, minecraft:acacia_pressure_plate, minecraft:dark_oak_pressure_plate, minecraft:crimson_pressure_plate, minecraft:warped_pressure_plate, tconstruct:greenheart_pressure_plate, tconstruct:skyroot_pressure_plate, tconstruct:bloodshroom_pressure_plate, minecraft:stone_pressure_plate, minecraft:polished_blackstone_pressure_plate"
"minecraft:wall_signs","minecraft:oak_wall_sign, minecraft:spruce_wall_sign, minecraft:birch_wall_sign, minecraft:acacia_wall_sign, minecraft:jungle_wall_sign, minecraft:dark_oak_wall_sign, minecraft:crimson_wall_sign, minecraft:warped_wall_sign, tconstruct:greenheart_wall_sign, tconstruct:skyroot_wall_sign, tconstruct:bloodshroom_wall_sign"
"minecraft:walls","minecraft:cobblestone_wall, minecraft:mossy_cobblestone_wall, minecraft:brick_wall, minecraft:prismarine_wall, minecraft:red_sandstone_wall, minecraft:mossy_stone_brick_wall, minecraft:granite_wall, minecraft:stone_brick_wall, minecraft:nether_brick_wall, minecraft:andesite_wall, minecraft:red_nether_brick_wall, minecraft:sandstone_wall, minecraft:end_stone_brick_wall, minecraft:diorite_wall, minecraft:blackstone_wall, minecraft:polished_blackstone_brick_wall, minecraft:polished_blackstone_wall, bloodmagic:dungeon_brick_wall, bloodmagic:dungeon_polished_wall, mysticalagriculture:soulstone_cobble_wall, mysticalagriculture:soulstone_bricks_wall, tconstruct:seared_bricks_wall, tconstruct:seared_cobble_wall, botania:corporea_brick_wall, botania:dreamwood_wall, botania:livingrock_bricks_wall, botania:livingrock_wall, botania:livingwood_wall, botania:metamorphic_desert_bricks_wall, botania:metamorphic_desert_cobblestone_wall, botania:metamorphic_forest_bricks_wall, botania:metamorphic_forest_cobblestone_wall, botania:metamorphic_fungal_bricks_wall, botania:metamorphic_fungal_cobblestone_wall, botania:metamorphic_mesa_bricks_wall, botania:metamorphic_mesa_cobblestone_wall, botania:metamorphic_mountain_bricks_wall, botania:metamorphic_mountain_cobblestone_wall, botania:metamorphic_plains_bricks_wall, botania:metamorphic_plains_cobblestone_wall, botania:metamorphic_swamp_bricks_wall, botania:metamorphic_swamp_cobblestone_wall, botania:metamorphic_taiga_bricks_wall, botania:metamorphic_taiga_cobblestone_wall, botania:mossy_livingrock_bricks_wall, quark:andesite_bricks_wall, quark:basalt_bricks_wall, quark:basalt_wall, quark:blackstone_bricks_wall, quark:blue_nether_bricks_wall, quark:brimstone_bricks_wall, quark:brimstone_wall, quark:charred_nether_bricks_wall, quark:cobbedstone_wall, quark:cobbled_deepslate_wall, quark:cobblestone_bricks_wall, quark:deepslate_bricks_wall, quark:deepslate_tiles_wall, quark:diorite_bricks_wall, quark:dirt_bricks_wall, quark:elder_prismarine_wall, quark:granite_bricks_wall, quark:jasper_bricks_wall, quark:jasper_wall, quark:limestone_bricks_wall, quark:limestone_wall, quark:magma_bricks_wall, quark:marble_bricks_wall, quark:marble_wall, quark:mossy_cobblestone_bricks_wall, quark:myalite_bricks_wall, quark:myalite_wall, quark:netherrack_bricks_wall, quark:permafrost_bricks_wall, quark:permafrost_wall, quark:polished_deepslate_wall, quark:red_sandstone_bricks_wall, quark:sandstone_bricks_wall, quark:sandy_bricks_wall, quark:slate_bricks_wall, quark:slate_wall, quark:smooth_basalt_wall, quark:snow_bricks_wall, quark:soul_sandstone_bricks_wall, quark:soul_sandstone_wall, quark:twisted_blackstone_bricks_wall, quark:vanilla_basalt_bricks_wall, quark:weeping_blackstone_bricks_wall"
"minecraft:warped_stems","minecraft:warped_stem, minecraft:stripped_warped_stem, minecraft:warped_hyphae, minecraft:stripped_warped_hyphae"
"minecraft:wart_blocks","minecraft:nether_wart_block, minecraft:warped_wart_block"
"minecraft:wither_immune","minecraft:barrier, minecraft:bedrock, minecraft:end_portal, minecraft:end_portal_frame, minecraft:end_gateway, minecraft:command_block, minecraft:repeating_command_block, minecraft:chain_command_block, minecraft:structure_block, minecraft:jigsaw, minecraft:moving_piston, mysticalagriculture:witherproof_block, mysticalagriculture:witherproof_bricks, mysticalagriculture:witherproof_glass, botania:infrangible_platform, cyclic:dark_glass, cyclic:dark_glass_connected, cyclic:crate, cyclic:unbreakable_block, cyclic:unbreakable_reactive"
"minecraft:wither_summon_base_blocks","minecraft:soul_sand, minecraft:soul_soil"
"minecraft:wooden_buttons","minecraft:oak_button, minecraft:spruce_button, minecraft:birch_button, minecraft:jungle_button, minecraft:acacia_button, minecraft:dark_oak_button, minecraft:crimson_button, minecraft:warped_button, tconstruct:greenheart_button, tconstruct:skyroot_button, tconstruct:bloodshroom_button"
"minecraft:wooden_doors","minecraft:oak_door, minecraft:spruce_door, minecraft:birch_door, minecraft:jungle_door, minecraft:acacia_door, minecraft:dark_oak_door, minecraft:crimson_door, minecraft:warped_door, tconstruct:greenheart_door, tconstruct:skyroot_door, tconstruct:bloodshroom_door"
"minecraft:wooden_fences","minecraft:oak_fence, minecraft:acacia_fence, minecraft:dark_oak_fence, minecraft:spruce_fence, minecraft:birch_fence, minecraft:jungle_fence, minecraft:crimson_fence, minecraft:warped_fence, tconstruct:greenheart_fence, tconstruct:skyroot_fence, tconstruct:bloodshroom_fence"
"minecraft:wooden_pressure_plates","minecraft:oak_pressure_plate, minecraft:spruce_pressure_plate, minecraft:birch_pressure_plate, minecraft:jungle_pressure_plate, minecraft:acacia_pressure_plate, minecraft:dark_oak_pressure_plate, minecraft:crimson_pressure_plate, minecraft:warped_pressure_plate, tconstruct:greenheart_pressure_plate, tconstruct:skyroot_pressure_plate, tconstruct:bloodshroom_pressure_plate"
"minecraft:wooden_slabs","minecraft:oak_slab, minecraft:spruce_slab, minecraft:birch_slab, minecraft:jungle_slab, minecraft:acacia_slab, minecraft:dark_oak_slab, minecraft:crimson_slab, minecraft:warped_slab, tconstruct:greenheart_planks_slab, tconstruct:skyroot_planks_slab, tconstruct:bloodshroom_planks_slab"
"minecraft:wooden_stairs","minecraft:oak_stairs, minecraft:spruce_stairs, minecraft:birch_stairs, minecraft:jungle_stairs, minecraft:acacia_stairs, minecraft:dark_oak_stairs, minecraft:crimson_stairs, minecraft:warped_stairs, tconstruct:greenheart_planks_stairs, tconstruct:skyroot_planks_stairs, tconstruct:bloodshroom_planks_stairs"
"minecraft:wooden_trapdoors","minecraft:acacia_trapdoor, minecraft:birch_trapdoor, minecraft:dark_oak_trapdoor, minecraft:jungle_trapdoor, minecraft:oak_trapdoor, minecraft:spruce_trapdoor, minecraft:crimson_trapdoor, minecraft:warped_trapdoor, tconstruct:greenheart_trapdoor, tconstruct:skyroot_trapdoor, tconstruct:bloodshroom_trapdoor"
"minecraft:wool","minecraft:white_wool, minecraft:orange_wool, minecraft:magenta_wool, minecraft:light_blue_wool, minecraft:yellow_wool, minecraft:lime_wool, minecraft:pink_wool, minecraft:gray_wool, minecraft:light_gray_wool, minecraft:cyan_wool, minecraft:purple_wool, minecraft:blue_wool, minecraft:brown_wool, minecraft:green_wool, minecraft:red_wool, minecraft:black_wool, quark:white_quilted_wool, quark:orange_quilted_wool, quark:magenta_quilted_wool, quark:light_blue_quilted_wool, quark:yellow_quilted_wool, quark:lime_quilted_wool, quark:pink_quilted_wool, quark:gray_quilted_wool, quark:light_gray_quilted_wool, quark:cyan_quilted_wool, quark:purple_quilted_wool, quark:blue_quilted_wool, quark:brown_quilted_wool, quark:green_quilted_wool, quark:red_quilted_wool, quark:black_quilted_wool"
